prompt;n;size;created;url_img;destfile
realistic film portrait;10;1024x1024;2022-11-23-15-57-26;https://oaidalleapiprodscus.blob.core.windows.net/private/org-NzPmYnKPtA2OfifpIfjpaaGc/user-21McymnFfhJyBoKrAOIPiG9e/img-qs081PkMXBqXX0TslVqksZJr.png?st=2022-11-23T12%3A57%3A26Z&se=2022-11-23T14%3A57%3A26Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2022-11-23T01%3A01%3A57Z&ske=2022-11-24T01%3A01%3A57Z&sks=b&skv=2021-08-06&sig=R1JJE6NZZSwtdvgm7ROAZIh/F/ujfuB0QVzpGgDBhvM%3D;how_to_use_an_api_with_R/images/dall-e-2022-11-23-15-57-26-10.png
realistic film portrait;10;1024x1024;2022-11-23-15-57-26;https://oaidalleapiprodscus.blob.core.windows.net/private/org-NzPmYnKPtA2OfifpIfjpaaGc/user-21McymnFfhJyBoKrAOIPiG9e/img-8NFH6bUVH5hpcVbzFFccIX4N.png?st=2022-11-23T12%3A57%3A26Z&se=2022-11-23T14%3A57%3A26Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2022-11-23T01%3A01%3A57Z&ske=2022-11-24T01%3A01%3A57Z&sks=b&skv=2021-08-06&sig=YEu/yxMyBUjI6wwAjuIla7HbQuLcKn2IKNQznxM724I%3D;how_to_use_an_api_with_R/images/dall-e-2022-11-23-15-57-26-10.png
realistic film portrait;10;1024x1024;2022-11-23-15-57-26;https://oaidalleapiprodscus.blob.core.windows.net/private/org-NzPmYnKPtA2OfifpIfjpaaGc/user-21McymnFfhJyBoKrAOIPiG9e/img-yEcSKZNylarbXmT9zHN9iZdv.png?st=2022-11-23T12%3A57%3A26Z&se=2022-11-23T14%3A57%3A26Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2022-11-23T01%3A01%3A57Z&ske=2022-11-24T01%3A01%3A57Z&sks=b&skv=2021-08-06&sig=E%2B/iqiplZRWur9ifDG%2BGzHrQ6Z/oK0l9K4a8QDGuKl8%3D;how_to_use_an_api_with_R/images/dall-e-2022-11-23-15-57-26-10.png
realistic film portrait;10;1024x1024;2022-11-23-15-57-26;https://oaidalleapiprodscus.blob.core.windows.net/private/org-NzPmYnKPtA2OfifpIfjpaaGc/user-21McymnFfhJyBoKrAOIPiG9e/img-yNiFArqCQgnwXFaDQJEc630F.png?st=2022-11-23T12%3A57%3A26Z&se=2022-11-23T14%3A57%3A26Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2022-11-23T01%3A01%3A57Z&ske=2022-11-24T01%3A01%3A57Z&sks=b&skv=2021-08-06&sig=0laQufRGP3uZ//fYpOj6OqDWyd6dhkJa6iuKYQRgc1s%3D;how_to_use_an_api_with_R/images/dall-e-2022-11-23-15-57-26-10.png
realistic film portrait;10;1024x1024;2022-11-23-15-57-26;https://oaidalleapiprodscus.blob.core.windows.net/private/org-NzPmYnKPtA2OfifpIfjpaaGc/user-21McymnFfhJyBoKrAOIPiG9e/img-TOCJwbL9bMNnrdHkeGZ2ovn5.png?st=2022-11-23T12%3A57%3A26Z&se=2022-11-23T14%3A57%3A26Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2022-11-23T01%3A01%3A57Z&ske=2022-11-24T01%3A01%3A57Z&sks=b&skv=2021-08-06&sig=g2EBI4ba8R9sS0Pkh9A2m3rgrx8mBwoJaU8RYXf/kpo%3D;how_to_use_an_api_with_R/images/dall-e-2022-11-23-15-57-26-10.png
realistic film portrait;10;1024x1024;2022-11-23-15-57-26;https://oaidalleapiprodscus.blob.core.windows.net/private/org-NzPmYnKPtA2OfifpIfjpaaGc/user-21McymnFfhJyBoKrAOIPiG9e/img-EG2QaEXm26PMKWANgaSz6jDR.png?st=2022-11-23T12%3A57%3A26Z&se=2022-11-23T14%3A57%3A26Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2022-11-23T01%3A01%3A57Z&ske=2022-11-24T01%3A01%3A57Z&sks=b&skv=2021-08-06&sig=2NBenzrm3KOwzzltXDyhgBdFXBlJ0ytRepGEL9jVC5Q%3D;how_to_use_an_api_with_R/images/dall-e-2022-11-23-15-57-26-10.png
realistic film portrait;10;1024x1024;2022-11-23-15-57-26;https://oaidalleapiprodscus.blob.core.windows.net/private/org-NzPmYnKPtA2OfifpIfjpaaGc/user-21McymnFfhJyBoKrAOIPiG9e/img-nnRuivwYxgA8HDFiXBMZfW0R.png?st=2022-11-23T12%3A57%3A26Z&se=2022-11-23T14%3A57%3A26Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2022-11-23T01%3A01%3A57Z&ske=2022-11-24T01%3A01%3A57Z&sks=b&skv=2021-08-06&sig=8pOK1ginsGzOTKpvQ6JgMwArXBpgpXE/0IrDatJ4iz4%3D;how_to_use_an_api_with_R/images/dall-e-2022-11-23-15-57-26-10.png
realistic film portrait;10;1024x1024;2022-11-23-15-57-26;https://oaidalleapiprodscus.blob.core.windows.net/private/org-NzPmYnKPtA2OfifpIfjpaaGc/user-21McymnFfhJyBoKrAOIPiG9e/img-Tr6OOvB3bjRPG36TGSXKe7AK.png?st=2022-11-23T12%3A57%3A26Z&se=2022-11-23T14%3A57%3A26Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2022-11-23T01%3A01%3A57Z&ske=2022-11-24T01%3A01%3A57Z&sks=b&skv=2021-08-06&sig=2cPWOFMIr8BDilkTt6EjG090uQbKDa9NUj92zCDRVGM%3D;how_to_use_an_api_with_R/images/dall-e-2022-11-23-15-57-26-10.png
realistic film portrait;10;1024x1024;2022-11-23-15-57-26;https://oaidalleapiprodscus.blob.core.windows.net/private/org-NzPmYnKPtA2OfifpIfjpaaGc/user-21McymnFfhJyBoKrAOIPiG9e/img-YahZRfITuqXT7ulcQP5FKf1g.png?st=2022-11-23T12%3A57%3A26Z&se=2022-11-23T14%3A57%3A26Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2022-11-23T01%3A01%3A57Z&ske=2022-11-24T01%3A01%3A57Z&sks=b&skv=2021-08-06&sig=4YMCNo8diAuJWMnd8%2BmMR1BjIsIDt/XP9EwwvyMfixI%3D;how_to_use_an_api_with_R/images/dall-e-2022-11-23-15-57-26-10.png
realistic film portrait;10;1024x1024;2022-11-23-15-57-26;https://oaidalleapiprodscus.blob.core.windows.net/private/org-NzPmYnKPtA2OfifpIfjpaaGc/user-21McymnFfhJyBoKrAOIPiG9e/img-BaRfvLGYFQdvvZXplYrt8HUn.png?st=2022-11-23T12%3A57%3A26Z&se=2022-11-23T14%3A57%3A26Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2022-11-23T01%3A01%3A57Z&ske=2022-11-24T01%3A01%3A57Z&sks=b&skv=2021-08-06&sig=UNpxlZBUfXy64Mkg8aAss91lB/sIe8qx22Nxb3iCdJc%3D;how_to_use_an_api_with_R/images/dall-e-2022-11-23-15-57-26-10.png
